player,id,draft year,projected spm,superstar,starter,role player,bust,position_pf,position_pg,position_sf,position_sg
karl-anthony towns,karl-anthony-towns,2015,0.784434958,0.74056213,0.649197582,0.18589526,0.170822273,0,0,0,0
justise winslow,justise-winslow,2015,0.739575975,0.459001457,0.77771212,0.215149624,0.101390243,0,0,1,0
stanley johnson,stanley-johnson,2015,0.68299962,0.372570707,0.643901744,0.432650998,0.103144844,0,0,1,0
jahlil okafor,jahlil-okafor,2015,0.637402411,0.322656492,0.622667224,0.340790161,0.202229613,0,0,0,0
d`angelo russell,d-angelo-russell,2015,0.634601666,0.835444932,0.518873908,0.043721197,0.372551144,0,1,0,0
dakari johnson,dakari-johnson,2015,0.628771923,0.117270631,0.557649019,0.729980787,0.048366714,0,0,0,0
devin booker,3-devin-booker,2015,0.623222196,0.403160339,0.49152487,0.671389401,0.076124003,0,0,0,1
willie cauley-stein,willie-cauley-stein,2015,0.588148383,0.258900676,0.616665063,0.357150625,0.214050549,0,0,0,0
rondae hollis-jefferson,rondae-hollis-jefferson,2015,0.576805653,0.080172952,0.559168039,0.676336631,0.094767489,0,0,1,0
trey lyles,trey-lyles,2015,0.563978685,0.123012703,0.53275858,0.698938489,0.093018294,1,0,0,0
sam dekker,sam-dekker,2015,0.560123508,0.047763724,0.584451143,0.540732365,0.174256974,0,0,1,0
kelly oubre jr.,kelly-oubre-jr,2015,0.558143206,0.108987004,0.575209348,0.559788106,0.153150945,0,0,1,0
tyus jones,tyus-jones,2015,0.557056535,0.149467894,0.629823367,0.445275118,0.169117804,0,1,0,0
kevon looney,kevon-looney,2015,0.545681045,0.045609688,0.539264166,0.638785575,0.150143059,1,0,0,0
myles turner,2-myles-turner,2015,0.508762338,0.161648797,0.508918171,0.518204865,0.232938695,1,0,0,0
cliff alexander,cliff-alexander,2015,0.494245906,0.041946258,0.445960192,0.706558775,0.194885359,1,0,0,0
christian wood,christian-wood,2015,0.481044935,0.046141882,0.471023318,0.678917638,0.188625584,1,0,0,0
frank kaminsky,frank-kaminsky,2015,0.465793588,0.036918356,0.535070264,0.536693527,0.22844728,0,0,0,0
michael frazier ii,michael-frazier-ii,2015,0.438435479,0.055412161,0.383827422,0.653905985,0.289113127,0,0,0,1
brandon ashley,brandon-ashley,2015,0.437522799,0.061473134,0.382227985,0.598639328,0.327898649,1,0,0,0
bobby portis,bobby-portis,2015,0.395816434,0.017262305,0.381863223,0.66362156,0.294644217,1,0,0,0
andrew harrison,andrew-harrison,2015,0.389325969,0.061698478,0.315773497,0.67956587,0.336018133,0,1,0,0
rashad vaughn,rashad-vaughn,2015,0.38779901,0.113566294,0.365448098,0.623570455,0.312543824,0,0,0,1
aaron harrison,3-aaron-harrison,2015,0.365115375,0.053131512,0.286991975,0.673983862,0.370488172,0,0,0,1
montrezl harrell,montrezl-harrell,2015,0.360683968,0.021453495,0.30095822,0.717178968,0.335089003,1,0,0,0
quinn cook,quinn-cook,2015,0.355675869,0.000705873,0.333306539,0.618084815,0.378781715,0,1,0,0
cameron payne,2-cameron-payne,2015,0.312102627,0.052370715,0.285244019,0.514721932,0.484441597,0,1,0,0
chris mccullough,chris-mccullough,2015,0.304403064,0.036084775,0.288389813,0.464078949,0.52144149,1,0,0,0
justin anderson,justin-anderson,2015,0.303031251,0.005088865,0.234746383,0.718424994,0.403562367,0,0,1,0
terry rozier,terry-rozier,2015,0.302485472,0.041032789,0.282424964,0.477912,0.51620051,0,1,0,0
vince hunter,vince-hunter,2015,0.30037748,0.021975797,0.216165492,0.662474814,0.456503397,0,0,1,0
delon wright,delon-wright,2015,0.294288812,0.014565998,0.253748359,0.606759522,0.460902367,0,1,0,0
jarell martin,jarell-martin,2015,0.278187539,0.008086851,0.237108113,0.602132483,0.482233802,1,0,0,0
jordan mickey,jordan-mickey,2015,0.271190324,0.007933816,0.215525532,0.63753669,0.47851619,1,0,0,0
wayne blackshear,wayne-blackshear,2015,0.269782399,0.005643325,0.170695221,0.764854244,0.433504202,0,0,0,1
chris walker,5-chris-walker,2015,0.269696567,0.006411002,0.235329095,0.592855155,0.49096158,1,0,0,0
t.j. mcconnell,tj-mcconnell,2015,0.266994372,0.014676165,0.150818472,0.768456387,0.44797238,0,1,0,0
j.p. tokoto,jp-tokoto,2015,0.259659395,0.003701688,0.15924051,0.759160696,0.449263484,0,0,1,0
pat connaughton,pat-connaughton,2015,0.245818875,0.003653193,0.12994468,0.762109384,0.475905122,0,0,1,0
r.j. hunter,rj-hunter,2015,0.244953627,0.022599892,0.17956595,0.661637659,0.492779925,0,0,0,1
jerian grant,jerian-grant,2015,0.235419971,0.006429202,0.193554644,0.576925498,0.543090862,0,1,0,0
olivier hanlan,olivier-hanlan,2015,0.215248017,0.001249425,0.083579497,0.868350163,0.447254367,0,0,0,1
branden dawson,branden-dawson,2015,0.212728653,0.00169784,0.136472787,0.673536324,0.532350986,0,0,1,0
robert upshaw,robert-upshaw,2015,0.211372054,0.001189116,0.128592086,0.653513146,0.554296626,0,0,0,0
tyler harvey,tyler-harvey,2015,0.208405225,0,0.063580744,0.875380848,0.462244386,0,0,0,1
darrun hilliard,darrun-hilliard,2015,0.19849315,0.007346644,0.083385026,0.758485797,0.523060155,0,0,0,1
tyler haws,tyler-haws,2015,0.193645931,0.005690572,0.052951717,0.856167088,0.484616657,0,0,0,1
treveon graham,treveon-graham,2015,0.190028508,0.007534742,0.109398782,0.648542536,0.574861145,0,0,0,1
rakeem christmas,rakeem-christmas,2015,0.186992152,0.000569703,0.108281073,0.691042308,0.547966034,1,0,0,0
kenneth smith,3-kenneth-smith,2015,0.186373681,0.004103641,0.106316004,0.602827558,0.6109787,0,1,0,0
michael qualls,3-michael-qualls,2015,0.185758799,0.032241126,0.079867461,0.671609232,0.580806458,0,0,0,1
aaron white,5-aaron-white,2015,0.184962858,0.004715998,0.132187469,0.604304067,0.584424865,1,0,0,0
alan williams,3-alan-williams,2015,0.183034895,0.005514321,0.036318169,0.797905042,0.541946006,1,0,0,0
shannon scott,shannon-scott,2015,0.179924094,0.008770902,0.097855401,0.600417635,0.61968588,0,1,0,0
isaac fotu,isaac-fotu,2015,0.178996973,0.00724267,0.077788586,0.660227407,0.597691493,1,0,0,0
keifer sykes,keifer-sykes,2015,0.173579674,0.013283717,0.069935847,0.66592172,0.599726215,0,1,0,0
juwan staten,juawn-staten,2015,0.170262568,0.002620326,0.051890876,0.724234511,0.579304137,0,1,0,0
corey hawkins,corey-hawkins,2015,0.169804924,0.000597992,0.044431494,0.769528384,0.55530403,0,0,0,1
d.j. newbill,devonte-newbill,2015,0.166371567,0.00304948,0.034111958,0.770436598,0.564104786,0,0,0,1
josh richardson,2-josh-richardson,2015,0.1616782,0.000721254,0.079737627,0.64284628,0.609793475,0,0,0,1
jonathan holmes,2-jonathan-holmes,2015,0.159209864,0,0.075198372,0.618432603,0.631611987,0,0,1,0
joseph young,joseph-young,2015,0.157691721,0.00044181,0.068548076,0.680175707,0.594573585,0,0,0,1
wesley saunders,wesley-saunders,2015,0.148109677,0.002050711,0.049636235,0.664715599,0.623537538,0,0,0,1
richaun holmes,richaun-holmes,2015,0.143849055,0.00196231,0.08580328,0.509902351,0.697030257,1,0,0,0
anthony brown,3-anthony-brown,2015,0.143763315,0,0.052833336,0.648847088,0.632129115,0,0,0,1
norman powell,norman-powell,2015,0.143001397,0,0.048889295,0.664566763,0.624935302,0,0,0,1
josh smith,9-josh-smith,2015,0.142194027,0,0.034530765,0.654053185,0.646398853,0,0,0,0
derrick marks,derrick-marks,2015,0.140081221,0.010206926,0.040864385,0.648891147,0.641031221,0,0,0,1
marcus thornton,2-marcus-thornton,2015,0.139408984,0.002688526,0.026669754,0.670495263,0.641798711,0,0,0,1
terran petteway,terran-petteway,2015,0.137940019,0,0.047712794,0.622461441,0.655706927,0,0,0,1
seth tuttle,seth-tuttle,2015,0.133700555,0,0.050062407,0.604297433,0.666182343,1,0,0,0
trevor lacey,trevor-lacey,2015,0.132243438,0,0.04458177,0.602104185,0.673094842,0,0,0,1
dez wells,dezmine-wells,2015,0.127025246,0.001258569,0.028052354,0.659270542,0.648731485,0,0,0,1
sir`dominic pointer,sir-dominic-pointer,2015,0.11068376,0,0.038000807,0.523419006,0.734893556,0,0,1,0
briante weber,briante-weber,2015,0.108600041,0.024542551,0.050589049,0.449772738,0.767649659,0,1,0,0
cady lalanne,cady-lalanne,2015,0.107448554,0,0.028645001,0.54537891,0.728612246,1,0,0,0
joel embiid,joel-embiid,2014,0.823256294,0.812548506,0.60468915,0.338891453,0.087102786,0,0,0,0
marcus smart,marcus-smart,2014,0.774802407,0.898498914,0.551972523,0.141102227,0.254363177,0,1,0,0
noah vonleh,noah-vonieh,2014,0.742418619,0.544019174,0.701209368,0.222276143,0.148062603,1,0,0,0
aaron gordon,aaron-gordon,2014,0.730584176,0.53083083,0.70218155,0.264892729,0.120740976,1,0,0,0
andrew wiggins,andrew-wiggins,2014,0.687220818,0.605656365,0.64162479,0.089509085,0.28296628,0,0,0,1
julius randle,julius-randle,2014,0.667915765,0.451883938,0.634231083,0.272518105,0.203558096,1,0,0,0
jabari parker,jabari-parker,2014,0.635278342,0.486320171,0.615145598,0.163624889,0.289433234,0,0,1,0
jordan adams,2-jordan-adams,2014,0.606902894,0.283677661,0.542662776,0.533163456,0.155957207,0,0,0,1
gary harris,gary-harris,2014,0.573025456,0.37734114,0.506788757,0.501341058,0.187855876,0,0,0,1
jarnell stokes,jarnell-stokes,2014,0.528303454,0.077657297,0.444437061,0.726345669,0.172684971,1,0,0,0
nik stauskas,nik-stauskas,2014,0.514905392,0.089497017,0.457766574,0.673088155,0.193848947,0,0,0,1
james young,james-young,2014,0.493578048,0.174196039,0.470520601,0.605321475,0.205842657,0,0,1,0
glenn robinson iii,glenn-robinson-iii,2014,0.485148898,0.033977613,0.425360532,0.702928904,0.219802231,0,0,1,0
zach lavine,zach-lavine,2014,0.473406396,0.180057526,0.433705571,0.68799419,0.182151976,0,1,0,0
t.j. warren,tj-warren,2014,0.443927927,0.073902966,0.390415965,0.626654157,0.296767595,0,0,1,0
mitch mcgary,mitch-mcgary,2014,0.407399834,0.041153776,0.358178656,0.766504961,0.238937212,1,0,0,0
elfrid payton,elfrid-payton,2014,0.404600807,0.105543869,0.361442699,0.572428122,0.354639764,0,1,0,0
kyle anderson,3-kyle-anderson,2014,0.402615961,0.069645478,0.38359071,0.542116963,0.364087465,1,0,0,0
rodney hood,rodney-hood,2014,0.395666463,0.013210143,0.356119137,0.723765253,0.278668011,0,0,0,1
tyler ennis,tyler-ennis,2014,0.373222549,0.207807999,0.374786172,0.345208604,0.473415581,0,1,0,0
scottie wilbekin,scottie-wilbekin,2014,0.362605739,0.046112648,0.284653203,0.715124798,0.345759999,0,1,0,0
jerami grant,jerami-grant,2014,0.355791879,0.04633824,0.288054919,0.639607486,0.395488001,0,0,1,0
ioannis papapetrou,ioannis-papapetrou,2014,0.328802828,0.065209034,0.260094175,0.663265169,0.401075928,0,0,1,0
p.j. hairston,pj-hairston,2014,0.321698654,0.025526649,0.264494009,0.697146903,0.38379162,0,0,0,1
doug mcdermott,doug-mcdermott,2014,0.315421776,0.046346208,0.255844848,0.733421348,0.361050405,0,0,1,0
johnny o`bryant iii,johnny-o-bryant-iii,2014,0.314660447,0.027124659,0.252450453,0.640491366,0.435008232,1,0,0,0
spencer dinwiddie,spencer-dinwiddie,2014,0.297128423,0.0373499,0.213505354,0.683127461,0.440373912,0,1,0,0
aaron craft,aaron-craft,2014,0.287753654,0.01496777,0.250047415,0.58441966,0.480133364,0,1,0,0
russ smith,russ-smith,2014,0.279797336,0.046003833,0.167870177,0.763377025,0.42626509,0,0,0,1
adreian payne,adreian-payne,2014,0.266745831,0.002239897,0.225312362,0.704159229,0.423620316,1,0,0,0
lamar patterson,lamar-patterson,2014,0.265680091,0.003775108,0.176369647,0.765532435,0.427978907,0,0,1,0
casey prather,casey-prather,2014,0.262962034,0.008410509,0.180193588,0.713720478,0.459410824,0,0,1,0
k.j. mcdaniels,kj-mcdaniels,2014,0.256597345,0.01565302,0.186188505,0.679640089,0.475528941,0,0,1,0
shabazz napier,shabazz-napier,2014,0.25444535,0.006205006,0.22970038,0.566368642,0.515164606,0,1,0,0
javon mccrea,javon-mccrea,2014,0.250448292,0.037145569,0.095139569,0.838965985,0.44677438,1,0,0,0
travis bader,travis-bader,2014,0.24617949,0,0.073468505,0.962424637,0.391325975,0,0,0,1
patric young,patric-young,2014,0.245426006,0.007790107,0.200361652,0.678538078,0.46456996,0,0,0,0
jabari brown,jabari-brown,2014,0.230042183,0.004786775,0.113811478,0.795836296,0.467676235,0,0,0,1
cleanthony early,cleanthony-early,2014,0.223326998,0.001084686,0.156908402,0.667835755,0.516507042,0,0,1,0
jakarr sampson,jakarr-sampson,2014,0.207262489,0.017647004,0.120987035,0.623390268,0.578433301,1,0,0,0
nick johnson,7-nick-johnson,2014,0.205862114,0.009846159,0.129076989,0.656371052,0.549441839,0,0,0,1
will sheehey,will-sheehey,2014,0.202087012,0,0.090218475,0.784601635,0.500004587,0,0,1,0
joe harris,joe-harris,2014,0.19797848,0,0.130492391,0.665225683,0.544521072,0,0,0,1
langston galloway,langston-galloway,2014,0.191491529,0,0.048043548,0.802057328,0.529046326,0,1,0,0
bryce cotton,bryce-cotton,2014,0.191092935,0.001173581,0.075368486,0.743403369,0.543213565,0,1,0,0
deonte burton,2-deonte-burton,2014,0.187268968,0.056966319,0.058562368,0.666590877,0.598443365,0,1,0,0
sean kilpatrick,sean-kilpatrick,2014,0.185461514,0.006981557,0.079612069,0.728786048,0.54774889,0,0,0,1
c.j. fair,cj-fair,2014,0.184048477,0,0.103410067,0.638612413,0.589776084,0,0,1,0
khem birch,khem-birch,2014,0.182553982,0.003893018,0.098306594,0.624246607,0.603816365,1,0,0,0
c.j wilcox,cj-wilcox,2014,0.180506512,0,0.083227531,0.718735032,0.553187769,0,0,0,1
james michael mcadoo,james-michael-mcadoo,2014,0.176580016,0.019413253,0.087495189,0.60985996,0.620281453,1,0,0,0
semaj christon,semaj-christon,2014,0.17450737,0.015086438,0.086880931,0.619097193,0.615569539,0,1,0,0
george beamon,george-beamon,2014,0.174356805,0.000864996,0.052179651,0.743881132,0.565681222,0,0,0,1
jordan mcrae,jordan-mcrae,2014,0.173368785,0.002166268,0.073451758,0.726553346,0.556672929,0,0,0,1
