player,id,draft year,projected spm,superstar,starter,role player,bust,position_pf,position_pg,position_sf,position_sg
joakim noah,joakim-noah,2007,0.60886276,0.436380299,0.588361337,0.260438728,0.261239379,1,0,0,0
kevin durant,kevin-durant,2007,0.595057837,0.449486336,0.601967818,0.113333159,0.347802742,0,0,1,0
thaddeus young,thaddeus-young,2007,0.554755843,0.315089169,0.605096396,0.28781515,0.258780937,0,0,1,0
rodney stuckey,rodney-stuckey,2007,0.51620488,0.505704563,0.40915647,0.30123273,0.389145957,0,0,0,1
jeff green,jeff-green,2007,0.508993409,0.240424015,0.491286466,0.385135661,0.322261111,0,0,1,0
julian wright,julian-wright,2007,0.507186297,0.113195559,0.527352708,0.540093266,0.21274103,0,0,1,0
corey brewer,corey-brewer,2007,0.495398992,0.18928879,0.405183323,0.655325827,0.230550738,0,0,0,1
brandan wright,brandan-wright,2007,0.492389715,0.062887199,0.457941409,0.781833947,0.124463267,1,0,0,0
spencer hawes,spencer-hawes,2007,0.487204484,0.079261522,0.500612706,0.718455456,0.122758137,0,0,0,0
javaris crittenton,javaris-crittenton,2007,0.442912828,0.256440017,0.455463575,0.398580754,0.343517335,0,1,0,0
wilson chandler,wilson-chandler,2007,0.37709671,0.070384322,0.349153207,0.609928321,0.349923599,0,0,1,0
daequan cook,daequan-cook,2007,0.341684873,0.059555741,0.26076159,0.803107341,0.303597418,0,0,0,1
sean williams,sean-williams,2007,0.324765782,0.036887363,0.275776945,0.685549632,0.377785974,0,0,0,0
josh mcroberts,josh-mcroberts,2007,0.317377419,0.024158117,0.261295489,0.694988525,0.38881823,1,0,0,0
jared dudley,jared-dudley,2007,0.314466779,0.006656113,0.259377014,0.758366264,0.350904901,0,0,1,0
glen davis,glen-davis,2007,0.303554404,0.014766604,0.234807302,0.711835942,0.405489082,1,0,0,0
taurean green,taurean-green,2007,0.302170347,0.03133152,0.264927841,0.593806607,0.454472489,0,1,0,0
gabe pruitt,gabe-pruitt,2007,0.261648909,0.041670215,0.245733459,0.497701922,0.538053391,0,1,0,0
reyshawn terry,reyshawn-terry,2007,0.247737086,0.002741071,0.134000019,0.856978143,0.405446203,0,0,1,0
ramon sessions,ramon-sessions,2007,0.227632999,0.002717211,0.207276984,0.52654216,0.566104412,0,1,0,0
blake schilb,blake-schilb,2007,0.214961725,0.00489492,0.030769946,0.983914875,0.416702976,0,0,1,0
carl landry,carl-landry,2007,0.211407342,0.011238073,0.188072059,0.582248222,0.543402044,1,0,0,0
aaron gray,aaron-gray,2007,0.201231694,0.016938235,0.111960762,0.723043327,0.517369936,0,0,0,0
arron afflalo,arron-afflalo,2007,0.200976442,0.013938711,0.128184145,0.708630392,0.512434752,0,0,0,1
jared jordan,jared-jordan,2007,0.197389546,0,0.0708401,0.777626296,0.523897367,0,1,0,0
aaron brooks,aaron-brooks,2007,0.197180285,0.001246991,0.166386983,0.569820066,0.576125011,0,1,0,0
trey johnson,trey-johnson,2007,0.193089898,0.001249013,0.051700438,0.876587277,0.47269363,0,0,0,1
marcus williams,marcus-williams,2007,0.187125502,0.008954968,0.129189034,0.67750682,0.534708034,0,0,1,0
jeremy hunt,jeremy-hunt,2007,0.183305185,0.000816012,0.049034186,0.817464916,0.517013964,0,0,0,1
dominic mcguire,dominic-mcguire,2007,0.179394883,0.001959793,0.080445399,0.711275522,0.56062458,0,0,1,0
alando tucker,alando-tucker,2007,0.178352322,0.01087663,0.098846517,0.711725224,0.539839313,0,0,1,0
coleman collins,coleman-collins,2007,0.174452282,0.032975398,0.13605351,0.466095507,0.670125581,1,0,0,0
jameson curry,jameson-curry,2007,0.171413746,0.005352819,0.090282536,0.677465912,0.573841352,0,0,0,1
ron lewis,ron-lewis,2007,0.170885977,0.002882219,0.064139387,0.753610811,0.546567242,0,0,0,1
al thornton,al-thornton,2007,0.16248953,0.013030754,0.166546972,0.398571009,0.693208188,0,0,1,0
stephane lasme,stephane-lasme,2007,0.161268827,0,0.045114248,0.736894089,0.577755324,1,0,0,0
nick young,nick-young,2007,0.160926177,0.007561081,0.091499704,0.646118218,0.594095962,0,0,0,1
chris richard,chris-richard,2007,0.158093692,0.005025006,0.072555164,0.682526847,0.587739369,0,0,0,0
justin cage,justin-cage,2007,0.15684811,0.000867386,0.058476667,0.717729861,0.577907147,0,0,1,0
nick fazekas,nick-fazekas,2007,0.156648432,0,0.078612906,0.646672117,0.608401536,1,0,0,0
russell carter,russell-carter,2007,0.15540659,0.003754122,0.048566028,0.809115512,0.522541905,0,0,0,1
larry blair,larry-blair,2007,0.14754261,0,0.032840459,0.73083822,0.594040577,0,1,0,0
dashaun wood,dashaun-wood,2007,0.143584213,0.00294571,0.067158248,0.602581161,0.649833788,0,1,0,0
kyle visser,kyle-visser,2007,0.142074274,0.01235056,0.089791863,0.517162188,0.685172397,0,0,0,0
demetris nichols,demetris-nichols,2007,0.141811923,0.001966997,0.05145099,0.6502823,0.631935534,0,0,1,0
morris almond,morris-almond,2007,0.139881237,0.01298776,0.038664391,0.661801054,0.633344133,0,0,0,1
adam haluska,adam-haluska,2007,0.137979495,0,0.02824174,0.69771239,0.621848508,0,0,0,1
derrick byars,derrick-byars,2007,0.133948473,0,0.049137596,0.644341771,0.638919279,0,0,1,0
terrence roberts,terrence-roberts,2007,0.130368897,0.000961304,0.01641951,0.665473893,0.655846392,1,0,0,0
curtis sumpter,curtis-sumpter,2007,0.124616922,0,0.028708643,0.636089952,0.664739301,0,0,1,0
acie law iv,acie-law-iv,2007,0.119636488,0.001230236,0.076670451,0.499879577,0.713229026,0,1,0,0
james hughes,james-hughes,2007,0.118470214,0,0.017701429,0.624470846,0.683697079,0,0,0,0
darryl watkins,darryl-watkins,2007,0.114000892,0,0.030346546,0.611191135,0.680649612,0,0,0,0
ian vouyoukas,ian-vouyoukas,2007,0.11343021,0,0.022939134,0.577285408,0.71175798,0,0,0,0
coby karl,coby-karl,2007,0.113124816,0,0.027950125,0.594794322,0.694531829,0,0,0,1
herbert hill,herbert-hill,2007,0.110171269,0,0.052203332,0.543502268,0.706851067,1,0,0,0
mustafa shakur,mustafa-shakur,2007,0.109909577,0.004002212,0.035791948,0.539665862,0.724533506,0,1,0,0
jermareo davidson,jermareo-davidson,2007,0.109659002,0.000536875,0.036637718,0.581928638,0.694923599,1,0,0,0
ekene ibekwe,ekene-ibekwe,2007,0.107373597,0.001915393,0.021903109,0.551717458,0.730234561,1,0,0,0
cartier martin,cartier-martin,2007,0.106569029,0.001133703,0.020278336,0.613994367,0.688231742,0,0,1,0
ivan radenovic,ivan-radenovic,2007,0.103218596,0.000491815,0.033919209,0.567867826,0.707490363,1,0,0,0
sammy mejia,sammy-mejia,2007,0.099152096,0.003789313,0.014842421,0.584966943,0.713250095,0,0,0,1
quinton hosley,quinton-hosley,2007,0.09653103,0,0.020404227,0.525374686,0.750758105,0,0,0,1
d.j. strawberry,dj-strawberry,2007,0.093205127,0.005356105,0.041919944,0.497125473,0.748084047,0,0,0,1
brandon heath,brandon-heath,2007,0.075641015,0,0.014255467,0.495649238,0.777692694,0,1,0,0
mario boggan,mario-boggan,2007,0.073136337,0,0.011659302,0.460671879,0.804841078,1,0,0,0
mohamed abukar,mohamed-abukar,2007,0.068726368,0,0.016793332,0.443306463,0.81202669,0,0,0,0
zabian dowdell,zabian-dowdell,2007,0.064191041,0.001473039,0.0295851,0.389700425,0.836799906,0,1,0,0
rajon rondo,rajon-rondo,2006,0.745211165,0.673635946,0.65733699,0.139685611,0.213670561,0,1,0,0
tyrus thomas,tyrus-thomas,2006,0.736707804,0.685313834,0.627421731,0.126733336,0.248895258,1,0,0,0
lamarcus aldridge,lamarcus-aldridge,2006,0.676979123,0.558517763,0.646729484,0.201276258,0.212243616,1,0,0,0
rudy gay,rudy-gay,2006,0.620203108,0.459494404,0.65142929,0.179557799,0.250018093,0,0,1,0
ronnie brewer,ronnie-brewer,2006,0.609952518,0.489305347,0.540445947,0.190840714,0.342658347,0,0,0,1
kyle lowry,kyle-lowry,2006,0.581804122,0.270348526,0.582869589,0.333859404,0.260412769,0,1,0,0
brandon roy,brandon-roy,2006,0.569446565,0.435036714,0.559580615,0.280045213,0.276012878,0,0,0,1
paul millsap,paul-millsap,2006,0.475436007,0.033525583,0.477145143,0.534764913,0.287484711,1,0,0,0
patrick o'bryant,patrick-o-bryant,2006,0.47111399,0.101549548,0.445595925,0.689308498,0.191064361,0,0,0,0
randy foye,randy-foye,2006,0.399974887,0.202210383,0.347214464,0.451356468,0.42729137,0,0,0,1
daniel gibson,daniel-gibson,2006,0.354633965,0.058670589,0.378041869,0.499559258,0.402464792,0,1,0,0
p.j. tucker,pj-tucker,2006,0.353776609,0.035767052,0.291393746,0.72820927,0.332783133,0,0,1,0
jordan farmar,jordan-farmar,2006,0.341082261,0.250853214,0.337744041,0.325016013,0.512131236,0,1,0,0
j.j. redick,jj-redick,2006,0.332358348,0.049147434,0.338929763,0.530139478,0.421879645,0,0,0,1
marcus williams,2-5-marcus-williams,2006,0.31857511,0.035005408,0.321669047,0.49966293,0.464100019,0,1,0,0
adam morrison,adam-morrison,2006,0.305503073,0.096712684,0.200316011,0.914968023,0.27396142,0,0,1,0
cedric simmons,cedric-simmons,2006,0.302509583,0.050661895,0.240426803,0.697074858,0.400543009,1,0,0,0
shawne williams,shawne-williams,2006,0.287938421,0.007146862,0.288154088,0.574083574,0.452209696,0,0,1,0
shannon brown,shannon-brown,2006,0.280684019,0.055147828,0.231382865,0.645998687,0.44410556,0,0,0,1
jose juan barea,jose-juan-barea,2006,0.258049532,0,0.101409898,0.86289794,0.433962324,0,1,0,0
steve novak,steve-novak,2006,0.257244656,0,0.108544432,0.933282542,0.37746028,0,0,1,0
hilton armstrong,hilton-armstrong,2006,0.255589738,0.013656096,0.153853733,0.831264717,0.401095302,0,0,0,0
shelden williams,shelden-williams,2006,0.24692372,0.009233528,0.210337337,0.67981144,0.453505484,1,0,0,0
renaldo balkman,renaldo-balkman,2006,0.244560155,0.014599189,0.165102346,0.666067736,0.506024003,0,0,1,0
marcus slaughter,marcus-slaughter,2006,0.227033257,0.032131042,0.141873468,0.651946489,0.533917875,0,0,1,0
josh boone,josh-boone,2006,0.219500389,0.006507173,0.10683494,0.848723361,0.436837306,0,0,0,0
thomas gardner,thomas-gardner,2006,0.2113904,0.011245036,0.097416758,0.777005916,0.495217657,0,0,0,1
j.p. batista,jp-batista,2006,0.208839685,0,0.086374273,0.793515671,0.497500379,1,0,0,0
rashad anderson,rashad-anderson,2006,0.204805113,0.001298689,0.078224661,0.850968338,0.464714515,0,0,0,1
leon powe,leon-powe,2006,0.203921239,0.005918484,0.130594441,0.678236354,0.533648938,1,0,0,0
james augustine,james-augustine,2006,0.203004676,0.005822297,0.116796634,0.736576491,0.506154369,1,0,0,0
taquan dean,taquan-dean,2006,0.195154799,0.00245118,0.065642914,0.82255563,0.496712966,0,0,0,1
taj gray,taj-gray,2006,0.195094817,0,0.09053265,0.734284654,0.535092205,1,0,0,0
dee brown,dee-brown,2006,0.195024358,0.003186079,0.154171564,0.569006012,0.588135026,0,1,0,0
james white,james-white,2006,0.194091691,0.000563868,0.118228196,0.690199941,0.53881449,0,0,0,1
hassan adams,hassan-adams,2006,0.192979993,0.018512489,0.088638015,0.737313584,0.529751171,0,0,0,1
rodney carney,rodney-carney,2006,0.190894647,0.002286677,0.121836263,0.658826644,0.556877488,0,0,1,0
craig smith,craig-smith,2006,0.186958118,0.001248018,0.128917365,0.621062908,0.576788899,1,0,0,0
eric williams,eric-williams,2006,0.18453739,0.007647591,0.083686773,0.700718153,0.563318743,1,0,0,0
will blalock,will-blalock,2006,0.180157907,0,0.176698849,0.469753193,0.636755174,0,1,0,0
chris quinn,chris-quinn,2006,0.177594295,0.001967487,0.048256823,0.769232619,0.551389403,0,1,0,0
terrell everett,terrell-everett,2006,0.174879718,0.002252305,0.095282639,0.654924621,0.585647709,0,1,0,0
mike gansey,mike-gansey,2006,0.172747187,0,0.069579736,0.711428431,0.57169903,0,0,0,1
marco killingsworth,marco-killingsworth,2006,0.165375581,0.001726854,0.049984268,0.703852907,0.59575409,1,0,0,0
sean dockery,sean-dockery,2006,0.16475106,0.012778153,0.057615906,0.691620005,0.593857622,0,1,0,0
denham brown,denham-brown,2006,0.162592738,0,0.057526928,0.755438923,0.552548644,0,0,0,1
gerry mcnamara,gerry-mcnamara,2006,0.16154163,0,0.038526541,0.734599002,0.585824114,0,1,0,0
maurice ager,maurice-ager,2006,0.160032538,0.000859045,0.088071141,0.698737933,0.562274067,0,0,0,1
ryan hollins,ryan-hollins,2006,0.157258833,0,0.064478384,0.702896516,0.582698852,0,0,0,0
paul davis,paul-davis,2006,0.155164693,0.011520419,0.069908341,0.624143585,0.629624539,0,0,0,0
guillermo diaz,guillermo-diaz,2006,0.148600925,0.0036051,0.072502393,0.616936842,0.634318903,0,0,0,1
carl krauser,carl-krauser,2006,0.148237514,0.000617566,0.044343846,0.680416325,0.618070335,0,1,0,0
mike hall,mike-hall,2006,0.143404139,0.004354159,0.05499697,0.621665994,0.647938134,0,0,1,0
allan ray,allan-ray,2006,0.14152245,0.002486833,0.049770934,0.710781642,0.590881097,0,0,0,1
quincy douby,quincy-douby,2006,0.130267288,0.009016958,0.039402694,0.658639954,0.635931205,0,0,0,1
kevin pittsnogle,kevin-pittsnogle,2006,0.125653325,0,0.047439907,0.617306246,0.659600706,0,0,0,0
bobby jones,bobby-jones,2006,0.124981991,0.002119521,0.037990332,0.656918467,0.640413675,0,0,1,0
curtis stinson,curtis-stinson,2006,0.122953114,0.008720292,0.02004972,0.646139719,0.663766771,0,0,0,1
brandon bowman,brandon-bowman,2006,0.119537687,0.002537597,0.038123612,0.61661723,0.66851854,0,0,1,0
eric hicks,eric-hicks,2006,0.114726658,0.001770788,0.052423906,0.5498968,0.701652095,1,0,0,0
justin williams,2-justin-williams,2006,0.111481132,0,0.034590309,0.512404698,0.745983001,0,0,0,0
daniel horton,daniel-horton,2006,0.110302043,0.002916267,0.032979574,0.56516031,0.709652096,0,1,0,0
dwayne mitchell,dwayne-mitchell,2006,0.10898594,0,0.036143556,0.548645767,0.718967461,0,0,0,1
mardy collins,mardy-collins,2006,0.108088848,0.003752694,0.037178282,0.53102932,0.729318902,0,1,0,0
alexander johnson,alexander-johnson,2006,0.107996599,0.0018829,0.032477134,0.554562264,0.717882365,1,0,0,0
marcellus sommerville,marcellus-sommerville,2006,0.101773506,0,0.014843526,0.575281278,0.721099464,0,0,1,0
yemi nicholson,yemi-nicholson,2006,0.100617926,0.002546015,0.014752224,0.553095877,0.736098407,0,0,0,0
kenny adeleke,kenny-adeleke,2006,0.100144589,0.001269972,0.031153667,0.480132081,0.77170462,1,0,0,0
solomon jones,solomon-jones,2006,0.094231197,0,0.045048828,0.429808188,0.793838687,0,0,0,0
matt haryasz,matt-haryasz,2006,0.092253974,0,0.010943026,0.529518149,0.75711301,1,0,0,0
steven smith,steven-smith,2006,0.09221053,0.004196905,0.006658588,0.562757295,0.736780015,0,0,1,0
christian maraker,christian-maraker,2006,0.091180296,0.000934746,0.002843392,0.559540685,0.743673485,1,0,0,0
terence dials,terence-dials,2006,0.090114857,0.002710902,0.027362174,0.493435922,0.765666402,1,0,0,0
nik caner-medley,nik-caner-medley,2006,0.086582589,0.002074312,0.032495485,0.490276741,0.763033585,0,0,1,0
danilo pinnock,danilo-pinnock,2006,0.084165286,0.004201284,0.02739827,0.495468562,0.763793285,0,0,0,1
pops mensah-bonsu,pops-mensah-bonsu,2006,0.056410668,0,0.014026327,0.415126245,0.834561012,1,0,0,0
louis amundson,louis-amundson,2006,0.048958973,0,0.008967399,0.363452981,0.875867009,1,0,0,0
chris paul,chris-paul,2005,0.924787424,0.897459238,0.745579303,0.049171896,0.129629582,0,1,0,0
marvin williams,24-marvin-williams,2005,0.767345571,0.602372363,0.706369977,0.21442679,0.13255767,0,0,1,0
deron williams,deron-williams,2005,0.612638565,0.376413505,0.609842519,0.208885144,0.292870548,0,1,0,0
raymond felton,raymond-felton,2005,0.581796153,0.274934976,0.588879161,0.238025521,0.320683889,0,1,0,0
andrew bogut,andrew-bogut,2005,0.571311334,0.3927333,0.485877176,0.345553121,0.313720271,0,0,0,0
danny granger,danny-granger,2005,0.547369602,0.359165893,0.476252858,0.361492672,0.321123967,0,0,1,0
brandon bass,brandon-bass,2005,0.430028665,0.058867496,0.426633251,0.600150562,0.284042595,1,0,0,0
sean may,sean-may,2005,0.416700685,0.128942227,0.358970356,0.694582087,0.264729163,1,0,0,0
charlie villanueva,charlie-villanueva,2005,0.416178405,0.038231459,0.432366151,0.630221868,0.262919942,1,0,0,0
david lee,david-lee,2005,0.404830235,0.034833833,0.446413147,0.558237958,0.300724275,1,0,0,0
randolph morris,randolph-morris,2005,0.381950263,0.077436239,0.323749444,0.677599081,0.325280023,0,0,0,0
channing frye,channing-frye,2005,0.371670656,0.040609125,0.456738159,0.467827074,0.352627162,0,0,0,0
rashad mccants,rashad-mccants,2005,0.366282363,0.088700892,0.310534665,0.663402537,0.345130786,0,0,0,1
von wafer,von-wafer,2005,0.350848583,0.15050491,0.302634173,0.616970063,0.368619292,0,0,0,1
ike diogu,ike-diogu,2005,0.335535459,0.052957854,0.32983828,0.621795385,0.365268924,1,0,0,0
nate robinson,nate-robinson,2005,0.332173221,0.018129988,0.356822541,0.471537475,0.454061734,0,1,0,0
chris taft,chris-taft,2005,0.331783997,0.020314242,0.212022054,0.883527798,0.305518178,1,0,0,0
francisco garcia,francisco-garcia,2005,0.271889584,0.010541657,0.170850653,0.794576548,0.411103186,0,0,0,1
bracey wright,bracey-wright,2005,0.266291091,0.015864429,0.151016341,0.810741076,0.417708184,0,0,0,1
linas kleiza,linas-kleiza,2005,0.264383728,0.039092531,0.180771554,0.670258606,0.481020533,0,0,1,0
kennedy winston,kennedy-winston,2005,0.234520497,0.011655309,0.137477221,0.761865854,0.466506356,0,0,1,0
luther head,luther-head,2005,0.234103326,0.000576034,0.159162807,0.7080245,0.486166766,0,1,0,0
sean banks,sean-banks,2005,0.232477882,0.009289831,0.162613093,0.665413637,0.51037607,0,0,1,0
jarrett jack,jarrett-jack,2005,0.230651697,0.010578903,0.234283235,0.452662731,0.589463788,0,1,0,0
john gilchrist,john-gilchrist,2005,0.218181993,0.010072933,0.185089065,0.537546216,0.578089098,0,1,0,0
joey graham,joey-graham,2005,0.215112373,0.011270775,0.141279461,0.743905366,0.475520635,0,0,1,0
jason maxiell,jason-maxiell,2005,0.213579994,0.007483819,0.165446807,0.666217175,0.507528768,1,0,0,0
ryan gomes,ryan-gomes,2005,0.187734995,0.001387068,0.122900349,0.636162373,0.572024318,0,0,1,0
dwayne jones,dwayne-jones,2005,0.184448007,0,0.100626955,0.653993859,0.581682779,1,0,0,0
julius hodge,julius-hodge,2005,0.183919563,0.026005952,0.069454116,0.743385862,0.542224222,0,0,0,1
robert whaley,robert-whaley,2005,0.179008689,0.002930741,0.07676095,0.743818592,0.5410763,0,0,0,0
travis diener,travis-diener,2005,0.176789812,0.003141661,0.061749563,0.717863813,0.573983861,0,1,0,0
jawad williams,jawad-williams,2005,0.175443675,0,0.088843555,0.724793879,0.543423371,0,0,1,0
erazem lorbek,erazem-lorbek,2005,0.173585091,0.007632144,0.108871411,0.613526022,0.599983514,1,0,0,0
kelenna azubuike,kelenna-azubuike,2005,0.170024021,0,0.050556067,0.82322902,0.511691477,0,0,0,1
will conroy,will-conroy,2005,0.166818642,0,0.067915808,0.680131639,0.595344963,0,1,0,0
daniel ewing,daniel-ewing,2005,0.16190028,0.004364864,0.085791257,0.698716922,0.563563073,0,1,0,0
matt walsh,matt-walsh,2005,0.161617911,0,0.059549526,0.721573825,0.57438937,0,0,1,0
ronny turiaf,ronny-turiaf,2005,0.156096902,0.000922959,0.083553208,0.643390567,0.605617073,1,0,0,0
antoine wright,antoine-wright,2005,0.151481713,0.006870968,0.077598713,0.659906103,0.598205274,0,0,0,1
alan anderson,alan-anderson,2005,0.149721941,0.007111215,0.058607778,0.696333791,0.591120885,0,0,0,1
filiberto rivera,filiberto-rivera,2005,0.148127398,0,0.057150492,0.62374147,0.645559898,0,1,0,0
eddie basden,eddie-basden,2005,0.14744376,0.014420701,0.068597251,0.596476234,0.649577886,0,0,0,1
orien greene,orien-greene,2005,0.138228542,0.001767342,0.064439245,0.556202791,0.685445054,0,1,0,0
salim stoudamire,salim-stoudamire,2005,0.133262843,0,0.050016472,0.621284989,0.654277471,0,0,0,1
hakim warrick,hakim-warrick,2005,0.132395432,0,0.073133357,0.586430125,0.656147298,1,0,0,0
mindaugas katelynas,mindaugas-katelynas,2005,0.129184694,0,0.047404242,0.59646898,0.674293602,0,0,1,0
wayne simien,wayne-simien,2005,0.117618773,0.001779783,0.06369295,0.544076666,0.694702945,1,0,0,0
anthony roberson,anthony-roberson,2005,0.115141649,0.00416533,0.046920526,0.570848109,0.691650506,0,0,0,1
lawrence roberts,lawrence-roberts,2005,0.11486458,0.003736296,0.060415503,0.48809468,0.736759027,1,0,0,0
dijon thompson,dijon-thompson,2005,0.1115175,0.003596192,0.033507818,0.58594376,0.694328367,0,0,1,0
will bynum,will-bynum,2005,0.100843184,0.001455317,0.061715375,0.461587335,0.754756313,0,1,0,0
alex acker,alex-acker,2005,0.100558854,0,0.018758593,0.601002749,0.699169932,0,0,0,1
deji akindele,deji-akindele,2005,0.094769643,0.001277709,0.02566532,0.473098844,0.78202724,0,0,0,0
rawle marshall,rawle-marshall,2005,0.083204674,0.001663797,0.017107314,0.505581333,0.767456514,0,0,1,0
jared homan,jared-homan,2005,0.069147181,0.00125425,0.018025224,0.413936218,0.831136942,0,0,0,0
donell taylor,donell-taylor,2005,0.068222276,0.003239755,0.033861805,0.388750852,0.832794251,0,1,0,0
andre iguodala,andre-iguodala,2004,0.695715303,0.635582959,0.61643037,0.180732296,0.235289177,0,0,0,1
luol deng,luol-deng,2004,0.602864072,0.418141358,0.717774222,0.126964203,0.233331235,0,0,1,0
emeka okafor,emeka-okafor,2004,0.597304224,0.327013607,0.690398774,0.169730807,0.255008609,1,0,0,0
devin harris,devin-harris,2004,0.529801257,0.311554643,0.512166373,0.260800279,0.369800153,0,1,0,0
trevor ariza,trevor-ariza,2004,0.516587592,0.206707432,0.492700865,0.563468415,0.204655106,0,0,1,0
kris humphries,kris-humphries,2004,0.482802473,0.057610372,0.428236777,0.815847289,0.131083952,1,0,0,0
josh childress,josh-childress,2004,0.456999697,0.106583264,0.451769706,0.534323068,0.292662282,0,0,1,0
ben gordon,ben-gordon,2004,0.413474064,0.293005804,0.361806597,0.333834923,0.470815703,0,1,0,0
jameer nelson,jameer-nelson,2004,0.352454215,0.043602307,0.381336329,0.41437061,0.463286886,0,1,0,0
kirk snyder,kirk-snyder,2004,0.312815865,0.029384976,0.212444342,0.792548186,0.366621427,0,0,0,1
chris duhon,chris-duhon,2004,0.311989725,0.001914535,0.299851106,0.593374687,0.42861123,0,1,0,0
kevin martin,32-kevin-martin,2004,0.266825518,0.046355055,0.194521652,0.709608879,0.437880303,0,0,0,1
delonte west,delonte-west,2004,0.261560756,0.039297104,0.221339163,0.581282806,0.503808325,0,0,0,1
christian drejer,christian-drejer,2004,0.237993656,0.006538451,0.121701706,0.819925859,0.442520589,0,0,1,0
tony allen,tony-allen,2004,0.236381964,0.04379611,0.161045519,0.610587408,0.541035479,0,0,0,1
rafael araujo,rafael-araujo,2004,0.219851077,0.014650101,0.152663227,0.612297262,0.556022093,0,0,0,0
rickey paulding,rickey-paulding,2004,0.215235891,0.001261943,0.060146582,0.97495184,0.395220521,0,0,0,1
blake stepp,blake-stepp,2004,0.191533178,0.008189659,0.08070543,0.750451425,0.531106541,0,1,0,0
royal ivey,royal-ivey,2004,0.188905529,0,0.095367849,0.859464844,0.442297035,0,0,0,1
romain sato,romain-sato,2004,0.185963265,0,0.073309913,0.768554549,0.527859074,0,0,0,1
luke jackson,luke-jackson,2004,0.183396429,0.004484856,0.083472608,0.785712637,0.504604884,0,0,0,1
ales chan,ales-chan,2004,0.170130251,0.00599452,0.046974155,0.790272619,0.536743391,0,0,0,0
ricky minard,ricky-minard,2004,0.164493726,0.01332342,0.058580716,0.711664429,0.578662889,0,0,0,1
nigel dixon,nigel-dixon,2004,0.158524448,0.004928303,0.042733796,0.688109973,0.613055906,0,0,0,0
timmy bowers,timmy-bowers,2004,0.156763053,0.004240833,0.085370211,0.608678066,0.627347281,0,1,0,0
marcus douthit,marcus-douthit,2004,0.14334697,0.000759011,0.031375547,0.673050261,0.635918976,1,0,0,0
nick jacobson,nick-jacobson,2004,0.137885554,0,0.00936305,0.748587395,0.604556953,0,0,0,1
david harrison,david-harrison,2004,0.136793796,0.000936169,0.111530922,0.5237327,0.66237547,0,0,0,0
desmon farmer,desmon-farmer,2004,0.135084839,0.000925322,0.034201645,0.714904095,0.603662551,0,0,0,1
rashad wright,rashad-wright,2004,0.13090033,0.00086254,0.084842922,0.524519707,0.687989596,0,1,0,0
darius rice,darius-rice,2004,0.124112456,0.00271792,0.039481691,0.632113534,0.656237748,0,0,1,0
andre emmett,andre-emmett,2004,0.117927029,0.024993356,0.039119531,0.56776473,0.695762206,0,0,0,1
luis flores,luis-flores,2004,0.11146747,0.000880064,0.026800998,0.611903649,0.683381288,0,0,0,1
bryant matthews,bryant-matthews,2004,0.109895754,0.004610249,0.049252803,0.503748551,0.736444806,0,0,1,0
antonio burks,41-antonio-burks,2004,0.108625854,0,0.040955744,0.545843101,0.716224247,0,1,0,0
tim pickett,tim-pickett,2004,0.108377097,0.004775224,0.052694632,0.497685466,0.737292589,0,0,0,1
pape sow,pape-sow,2004,0.106543123,0,0.037501942,0.529962528,0.730779287,1,0,0,0
chris garnett,chris-garnett,2004,0.104175511,0,0.030527731,0.525760337,0.740568304,0,0,0,0
david young,david-young,2004,0.097546957,0.000691641,0.027253058,0.583018882,0.70330891,0,0,0,1
john edwards,john-edwards,2004,0.084814584,0.000483023,0.027579282,0.485375238,0.771733639,0,0,0,0
lionel chalmers,lionel-chalmers,2004,0.083410099,0,0.033820739,0.456437087,0.786107347,0,1,0,0
marcus moore,1-marcus-moore,2004,0.082246181,0,0.015885358,0.495416242,0.776259708,0,1,0,0
matt freije,matt-freije,2004,0.082070823,0,0.030657809,0.494935016,0.762124901,0,0,1,0
jaime lloreda,jaime-lloreda,2004,0.081431538,0,0.02719452,0.470307009,0.782842609,1,0,0,0
arthur johnson,arthur-johnson,2004,0.081415691,0,0.029935317,0.465127366,0.783800924,1,0,0,0
bernard robinson jr.,bernard-robinson-jr,2004,0.075471291,0.00334474,0.021002423,0.459945493,0.795282712,0,0,1,0
jackson vroman,jackson-vroman,2004,0.071084392,0,0.032915505,0.397930114,0.828150923,0,0,0,0
michel morandais,michel-morandais,2004,0.066769531,0.003075709,0.010554466,0.469498442,0.798872726,0,0,0,1
herve lamizana,herve-lamizana,2004,0.055656384,0.000588425,0.010769173,0.3839964,0.859489425,0,0,1,0
andre brown,andre-brown,2004,0.055080787,0,0.016192804,0.403146068,0.840865847,1,0,0,0
justin reed,justin-reed,2004,0.050426941,0.00444184,0.013771109,0.34529623,0.882717246,0,0,1,0
dwyane wade,dwyane-wade,2003,0.700104942,0.66521393,0.560182528,0.184505236,0.27963441,0,0,0,1
chris kaman,chris-kaman,2003,0.604265331,0.312145898,0.450690459,0.638368643,0.164269339,0,0,0,0
carmelo anthony,carmelo-anthony,2003,0.591857378,0.424515433,0.630066101,0.101014392,0.335773227,0,0,1,0
kirk hinrich,kirk-hinrich,2003,0.569844259,0.142969365,0.588993649,0.412299514,0.23409597,0,0,0,1
chris bosh,chris-bosh,2003,0.567512177,0.269108168,0.617274221,0.30330654,0.248536646,1,0,0,0
